Test/Loss,Test/Accuracy,Test/Precision,Test/Recall,Test/F1Score,TestEpoch/Accuracy,TestEpoch/Precision,TestEpoch/Recall,TestEpoch/F1Score,epoch,step,Train/Loss,Train/Accuracy,Train/Precision,Train/Recall,Train/F1Score,Validation/Loss,Validation/Accuracy,Validation/Precision,Validation/Recall,Validation/F1Score,ValidationEpoch/Accuracy,ValidationEpoch/Precision,ValidationEpoch/Recall,ValidationEpoch/F1Score,TrainEpoch/Accuracy,TrainEpoch/Precision,TrainEpoch/Recall,TrainEpoch/F1Score
2.305673837661743,0.09773463010787964,0.024981271475553513,0.09773463010787964,0.03044840507209301,0.10313659906387329,0.028888821601867676,0.10313659906387329,0.033569104969501495,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,19,1.6392619609832764,0.6000000238418579,0.5300000309944153,0.6000000238418579,0.5460317730903625,,,,,,,,,,,,,
,,,,,,,,,0,39,0.8208025693893433,0.7916667461395264,0.8678572177886963,0.7916667461395264,0.7850000262260437,,,,,,,,,,,,,
,,,,,,,,,0,59,0.6496816873550415,0.6299999952316284,0.7323809862136841,0.6299999952316284,0.6534188389778137,,,,,,,,,,,,,
,,,,,,,,,0,79,0.8119362592697144,0.6694444417953491,0.6733333468437195,0.6694444417953491,0.646648645401001,,,,,,,,,,,,,
,,,,,,,,,0,99,0.33211132884025574,0.7883333563804626,0.7833333611488342,0.7883333563804626,0.7755122184753418,,,,,,,,,,,,,
,,,,,,,,,0,119,0.40852993726730347,0.7375000715255737,0.7641667127609253,0.7375000715255737,0.728611171245575,,,,,,,,,,,,,
,,,,,,,,,0,139,0.7293499112129211,0.8633333444595337,0.9016667604446411,0.8633333444595337,0.8538455963134766,,,,,,,,,,,,,
,,,,,,,,,0,159,0.3016617000102997,0.8666667342185974,0.8714286684989929,0.8666667342185974,0.8633333444595337,,,,,,,,,,,,,
,,,,,,,,,0,179,0.205768883228302,0.7666667103767395,0.7500000596046448,0.7666667103767395,0.7466667294502258,,,,,,,,,,,,,
,,,,,,,,,0,199,0.7441794276237488,0.7500001192092896,0.7595239281654358,0.7500001192092896,0.7342423796653748,,,,,,,,,,,,,
,,,,,,,,,0,219,0.30086326599121094,0.9100000262260437,0.9216667413711548,0.9100000262260437,0.9012698531150818,,,,,,,,,,,,,
,,,,,,,,,0,239,0.24584312736988068,0.9458333849906921,0.8633334040641785,0.9458333849906921,0.8733876943588257,,,,,,,,,,,,,
,,,,,,,,,0,259,0.13599401712417603,0.9666667580604553,0.9666667580604553,0.9666667580604553,0.9600000977516174,,,,,,,,,,,,,
,,,,,,,,,0,279,0.34898948669433594,0.8166667222976685,0.8273810148239136,0.8166667222976685,0.8055977821350098,,,,,,,,,,,,,
,,,,,,,,,0,299,0.4626929461956024,0.9375001192092896,0.9000000953674316,0.9375001192092896,0.897575855255127,,,,,,,,,,,,,
,,,,,,,,,0,319,0.12129563093185425,0.9000000953674316,0.8500000834465027,0.9000000953674316,0.8666667342185974,,,,,,,,,,,,,
,,,,,,,,,0,339,0.1130342036485672,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,,,,,,,,,,,,,
,,,,,,,,,0,359,0.14776842296123505,0.9875000715255737,0.9500001072883606,0.9875000715255737,0.9600000381469727,,,,,,,,,,,,,
,,,,,,,,,0,379,0.08455073833465576,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,,,,,,,,,,,,,
,,,,,,,,,0,399,0.2186516374349594,0.9407143592834473,0.9250000715255737,0.9407143592834473,0.9192918539047241,,,,,,,,,,,,,
,,,,,,,,,0,419,0.35177648067474365,0.8100000619888306,0.8400000333786011,0.8100000619888306,0.809798002243042,,,,,,,,,,,,,
,,,,,,,,,0,439,0.2399190217256546,0.9800000786781311,0.9666667580604553,0.9800000786781311,0.9688889980316162,,,,,,,,,,,,,
,,,,,,,,,0,459,0.22508113086223602,0.9500001072883606,0.9333333969116211,0.9500001072883606,0.9290043115615845,,,,,,,,,,,,,
,,,,,,,,,0,479,0.34036409854888916,0.7833333611488342,0.8083333373069763,0.7833333611488342,0.7775324583053589,,,,,,,,,,,,,
,,,,,,,,,0,499,0.24514663219451904,0.9333334565162659,0.9666666984558105,0.9333334565162659,0.9418182373046875,,,,,,,,,,,,,
,,,,,,,,,0,519,0.22747549414634705,0.8833334445953369,0.8750000596046448,0.8833334445953369,0.8523809909820557,,,,,,,,,,,,,
,,,,,,,,,0,539,0.13126197457313538,0.8500000834465027,0.8800000548362732,0.8500000834465027,0.8555556535720825,,,,,,,,,,,,,
,,,,,,,,,0,559,0.49580609798431396,0.8708333373069763,0.8250000476837158,0.8708333373069763,0.8366234302520752,,,,,,,,,,,,,
,,,,,,,,,0,562,,,,,,0.23037289083003998,0.8991245031356812,0.8999031186103821,0.8991245031356812,0.8878744840621948,0.9272685050964355,0.9317761659622192,0.9272685050964355,0.9286261200904846,,,,
,,,,,,,,,0,562,,,,,,,,,,,,,,,0.8776620030403137,0.8797600865364075,0.8776620030403137,0.8781890273094177
0.29081523418426514,0.8898297548294067,0.8923550844192505,0.8898297548294067,0.8801037073135376,0.9208823442459106,0.9235754013061523,0.9208823442459106,0.9212782979011536,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,19,0.3971763849258423,0.8916667699813843,0.9190477132797241,0.8916667699813843,0.8913553953170776,,,,,,,,,,,,,
,,,,,,,,,0,39,0.17053544521331787,0.9523810148239136,0.9357143640518188,0.9523810148239136,0.9312821626663208,,,,,,,,,,,,,
,,,,,,,,,0,59,0.25860074162483215,0.8166667222976685,0.8833333849906921,0.8166667222976685,0.8375757932662964,,,,,,,,,,,,,
,,,,,,,,,0,79,0.02709731087088585,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,,,,,,,,,,,,,
,,,,,,,,,0,99,0.33596184849739075,0.7666667103767395,0.8466667532920837,0.7666667103767395,0.7855555415153503,,,,,,,,,,,,,
,,,,,,,,,0,119,0.23924213647842407,0.9583333730697632,0.9416667222976685,0.9583333730697632,0.9423376321792603,,,,,,,,,,,,,
,,,,,,,,,0,139,0.08104944229125977,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,,,,,,,,,,,,,
,,,,,,,,,0,159,0.31220588088035583,0.7800000309944153,0.7583334445953369,0.7800000309944153,0.7212698459625244,,,,,,,,,,,,,
,,,,,,,,,0,179,0.31821662187576294,0.9375001192092896,0.9732143878936768,0.9375001192092896,0.9464744329452515,,,,,,,,,,,,,
,,,,,,,,,0,199,0.1245989054441452,0.9800000786781311,0.9666667580604553,0.9800000786781311,0.9688889980316162,,,,,,,,,,,,,
,,,,,,,,,0,219,0.30871355533599854,0.9133334159851074,0.8633334040641785,0.9133334159851074,0.8711111545562744,,,,,,,,,,,,,
,,,,,,,,,0,239,0.16501127183437347,0.8833333849906921,0.9000000953674316,0.8833333849906921,0.8909091949462891,,,,,,,,,,,,,
,,,,,,,,,0,259,0.45646947622299194,0.9023810625076294,0.910714328289032,0.9023810625076294,0.9004329442977905,,,,,,,,,,,,,
,,,,,,,,,0,279,0.14422495663166046,0.98333340883255,0.9666667580604553,0.98333340883255,0.9709091782569885,,,,,,,,,,,,,
,,,,,,,,,0,299,0.08873250335454941,0.8750000596046448,0.8750000596046448,0.8750000596046448,0.8714286088943481,,,,,,,,,,,,,
,,,,,,,,,0,319,0.17397251725196838,0.9416667222976685,0.9166667461395264,0.9416667222976685,0.9123809933662415,,,,,,,,,,,,,
,,,,,,,,,0,339,0.18353523313999176,0.9875000715255737,0.9500001072883606,0.9875000715255737,0.9600000977516174,,,,,,,,,,,,,
,,,,,,,,,0,359,0.1604432761669159,0.9500000476837158,0.9300001263618469,0.9500000476837158,0.9264647364616394,,,,,,,,,,,,,
,,,,,,,,,0,379,0.1405206024646759,0.9500001072883606,0.9800000786781311,0.9500001072883606,0.9555556178092957,,,,,,,,,,,,,
,,,,,,,,,0,399,0.10740859806537628,0.8666667342185974,0.8800000548362732,0.8666667342185974,0.8688889741897583,,,,,,,,,,,,,
,,,,,,,,,0,419,0.30362528562545776,0.8833334445953369,0.9023810029029846,0.8833334445953369,0.8723077178001404,,,,,,,,,,,,,
,,,,,,,,,0,439,0.06529711931943893,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,,,,,,,,,,,,,
,,,,,,,,,0,459,0.03793887794017792,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,,,,,,,,,,,,,
,,,,,,,,,0,479,0.11206966638565063,0.9800000786781311,0.9750001430511475,0.9800000786781311,0.9746032953262329,,,,,,,,,,,,,
,,,,,,,,,0,499,0.039493098855018616,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,,,,,,,,,,,,,
,,,,,,,,,0,519,0.14739927649497986,0.9166667461395264,0.9166667461395264,0.9166667461395264,0.9166667461395264,,,,,,,,,,,,,
,,,,,,,,,0,539,0.06171688437461853,0.9666667580604553,0.9500001072883606,0.9666667580604553,0.9466667175292969,,,,,,,,,,,,,
,,,,,,,,,0,559,0.08679577708244324,0.9166667461395264,0.9375000596046448,0.9166667461395264,0.9066667556762695,,,,,,,,,,,,,
,,,,,,,,,0,562,,,,,,0.15268521010875702,0.9227834343910217,0.9221526384353638,0.9227834343910217,0.9145466685295105,0.9550159573554993,0.9547531008720398,0.9550159573554993,0.9546613097190857,,,,
,,,,,,,,,0,562,,,,,,,,,,,,,,,0.9409278631210327,0.9410163164138794,0.9409278631210327,0.9409482479095459
0.16508224606513977,0.9165827035903931,0.9201110601425171,0.9165827035903931,0.9098873734474182,0.9490667581558228,0.9502200484275818,0.9490667581558228,0.9493107795715332,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,19,0.1340724527835846,0.955000102519989,0.9466667771339417,0.955000102519989,0.9457144141197205,,,,,,,,,,,,,
,,,,,,,,,0,39,0.2761191427707672,0.7800000309944153,0.8100000619888306,0.7800000309944153,0.7805556058883667,,,,,,,,,,,,,
,,,,,,,,,0,59,0.11458941549062729,0.9666667580604553,0.9500001072883606,0.9666667580604553,0.9466667771339417,,,,,,,,,,,,,
,,,,,,,,,0,79,0.1739407181739807,0.9166667461395264,0.9250000715255737,0.9166667461395264,0.8990476727485657,,,,,,,,,,,,,
,,,,,,,,,0,99,0.3193657696247101,0.9600000977516174,0.9600000977516174,0.9600000977516174,0.9527778625488281,,,,,,,,,,,,,
,,,,,,,,,0,119,0.26096683740615845,0.9166668057441711,0.9523810744285583,0.9166668057441711,0.9189744591712952,,,,,,,,,,,,,
,,,,,,,,,0,139,0.11960414052009583,0.8833333849906921,0.8750000596046448,0.8833333849906921,0.8766234517097473,,,,,,,,,,,,,
,,,,,,,,,0,159,0.26738807559013367,0.8500000834465027,0.8333333730697632,0.8500000834465027,0.8290044069290161,,,,,,,,,,,,,
,,,,,,,,,0,179,0.24189786612987518,0.9333334565162659,0.9166668057441711,0.9333334565162659,0.9066667556762695,,,,,,,,,,,,,
,,,,,,,,,0,199,0.20890603959560394,0.9333334565162659,0.9666667580604553,0.9333334565162659,0.9300000667572021,,,,,,,,,,,,,
,,,,,,,,,0,219,0.2570187747478485,0.9190476536750793,0.9300000667572021,0.9190476536750793,0.9096814393997192,,,,,,,,,,,,,
,,,,,,,,,0,239,0.05719749256968498,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,,,,,,,,,,,,,
,,,,,,,,,0,259,0.071195587515831,0.9800000786781311,0.9800000786781311,0.9800000786781311,0.9777778387069702,,,,,,,,,,,,,
,,,,,,,,,0,279,0.011915813200175762,0.9000000953674316,0.9000000953674316,0.9000000953674316,0.9000000953674316,,,,,,,,,,,,,
,,,,,,,,,0,299,0.076774001121521,0.8666667342185974,0.9000000953674316,0.8666667342185974,0.8800000548362732,,,,,,,,,,,,,
,,,,,,,,,0,319,0.24109376966953278,0.9625000953674316,0.9466667771339417,0.9625000953674316,0.9479365944862366,,,,,,,,,,,,,
,,,,,,,,,0,339,0.08815310150384903,0.958333432674408,0.9714286923408508,0.958333432674408,0.9599567651748657,,,,,,,,,,,,,
,,,,,,,,,0,359,0.1624482423067093,0.6833333969116211,0.7433333396911621,0.6833333969116211,0.6825757622718811,,,,,,,,,,,,,
,,,,,,,,,0,379,0.2199980467557907,0.9666667580604553,0.98333340883255,0.9666667580604553,0.9709091782569885,,,,,,,,,,,,,
,,,,,,,,,0,399,0.28277623653411865,0.9600000977516174,0.9466667175292969,0.9600000977516174,0.9438889622688293,,,,,,,,,,,,,
,,,,,,,,,0,419,0.03766563534736633,0.9000000953674316,0.9000000953674316,0.9000000953674316,0.9000000953674316,,,,,,,,,,,,,
,,,,,,,,,0,439,0.09262367337942123,0.9750000834465027,0.9500001072883606,0.9750000834465027,0.9523810148239136,,,,,,,,,,,,,
,,,,,,,,,0,459,0.08035694807767868,0.8500000834465027,0.8800000548362732,0.8500000834465027,0.8555556535720825,,,,,,,,,,,,,
,,,,,,,,,0,479,0.05372019484639168,0.9666667580604553,0.9750000834465027,0.9666667580604553,0.9657143950462341,,,,,,,,,,,,,
,,,,,,,,,0,499,0.5850924253463745,0.8125000596046448,0.7875000238418579,0.8125000596046448,0.7655952572822571,,,,,,,,,,,,,
,,,,,,,,,0,519,0.013384681195020676,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,,,,,,,,,,,,,
,,,,,,,,,0,539,0.04236956313252449,0.9000000953674316,0.9000000953674316,0.9000000953674316,0.9000000953674316,,,,,,,,,,,,,
,,,,,,,,,0,559,0.13716159760951996,0.6666666865348816,0.7000000476837158,0.6666666865348816,0.6800000071525574,,,,,,,,,,,,,
,,,,,,,,,0,562,,,,,,0.11130665242671967,0.9322680830955505,0.9294877648353577,0.9322680830955505,0.924583911895752,0.965534508228302,0.9653347134590149,0.965534508228302,0.9652053117752075,,,,
,,,,,,,,,0,562,,,,,,,,,,,,,,,0.9587953090667725,0.9587894082069397,0.9587953090667725,0.9587827920913696
0.13492120802402496,0.9271609783172607,0.9282035231590271,0.9271609783172607,0.9213526844978333,0.9597173929214478,0.9598464369773865,0.9597173929214478,0.9597083926200867,0,0,,,,,,,,,,,,,,,,,,
